場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(N00013)彰化縣彰化市線東段0259-0000地號(原彰化縣彰化市西勢子段西勢子小段0327-0000地號),農地,,彰化縣彰化市線東段○二五九地號,"1,394平方公尺",公告解除控制場址,鋅:971(mg/Kg),-無資料-,120.5191228979,24.08342514032
(N00014)彰化縣彰化市西勢子段西勢子小段0327-0001地號,農地,,彰化縣彰化市西勢子段西勢子小段0327-0001地號,"2,816平方公尺",公告解除控制場址,鋅:1530(mg/Kg),-無資料-,120.51854264332,24.083423314685
(N00015)彰化縣彰化市西勢子段西勢子小段0326-0001地號,農地,,彰化縣彰化市西勢子段西勢子小段0326-0001地號,"3,597平方公尺",公告解除控制場址,鎳:301(mg/Kg),-無資料-,120.5178049641,24.083439049102
(N00016)彰化縣彰化市線東段0254-0000地號(原西勢子段西勢子小段0259-0000地號),農地,,彰化縣彰化市西勢子段西勢子小段0259地號(新地號：線東段0254-0000地號),"7,687平方公尺",公告解除控制場址,鋅:1060(mg/Kg),-無資料-,120.52021399213,24.083582064772
(N00017)彰化縣鹿港鎮草港尾段0792地號,農地,,彰化縣鹿港鎮草港尾段0792地號,"3,988平方公尺",公告解除控制場址,銅:768(mg/Kg),-無資料-,120.44767215751,24.09952661373
(N00018)彰化縣鹿港鎮草港尾段0781-0002地號,農地,,彰化縣鹿港鎮草港尾段0781-0002地號,"3,818平方公尺",公告解除控制場址,銅:1670(mg/Kg);鋅:1080(mg/Kg),-無資料-,120.44772877289,24.100086627395
(N00019)彰化縣鹿港鎮鹿洋段1430-0000地號(原鹿港鎮草港尾段0781-0000地號),農地,,彰化縣鹿港鎮鹿洋段一四三○之○○○○地號,"5,044平方公尺",公告解除控制場址,銅:901(mg/Kg),-無資料-,120.44662997449,24.09942352338
(N00020)彰化縣鹿港鎮鹿洋段1428地號,農地,,彰化縣鹿港鎮鹿洋段1428地號,"1,957平方公尺",公告解除控制場址,銅:630(mg/Kg),-無資料-,120.44662172897,24.099053297208
(N00021)彰化縣彰化市大埔段0498地號,農地,,彰化縣彰化市大埔段0498地號,807平方公尺,公告解除控制場址,銅:1149(mg/Kg);鎘:14.4(mg/Kg);鉻:503(mg/Kg);鋅:3094(mg/Kg);鎳:1491(mg/Kg),-無資料-,120.53153764673,24.063635354742
(N00022)彰化縣彰化市大埔段0499地號,農地,,彰化縣彰化市大埔段0499地號,115平方公尺,公告解除控制場址,鎳:241(mg/Kg),-無資料-,120.53113526759,24.063417419206
(N00023)彰化縣彰化市大埔段0507地號,農地,,彰化縣彰化市大埔段0507地號,"2,951平方公尺",公告解除控制場址,銅:2210(mg/Kg);鎘:24.4(mg/Kg);鉻:1060(mg/Kg);鋅:5279(mg/Kg);鎳:2547(mg/Kg),-無資料-,120.5309600732,24.062920270801
(N00024)彰化縣彰化市大埔段0508-0001地號,農地,,彰化縣彰化市大埔段0508-0001地號,"3,540平方公尺",公告解除控制場址,銅:615(mg/Kg);鎘:9.7(mg/Kg);鉻:456(mg/Kg);鋅:1450(mg/Kg);鎳:842(mg/Kg),-無資料-,120.53120652845,24.062749469268
(N00025)彰化縣彰化市大埔段0509-0001地號,農地,,彰化縣彰化市大埔段0509-0001地號,"4,306平方公尺",公告解除控制場址,銅:544(mg/Kg);鎘:9.53(mg/Kg);鉻:419(mg/Kg);鋅:1611(mg/Kg);鎳:908(mg/Kg),-無資料-,120.5311299622,24.062171359405
(N00026)彰化縣彰化市大埔段0509-0002地號,農地,,彰化縣彰化市大埔段0509-0002地號,575平方公尺,公告解除控制場址,銅:824(mg/Kg);鎘:12.2(mg/Kg);鉻:547(mg/Kg);鋅:2571(mg/Kg);鎳:1153(mg/Kg),-無資料-,120.53169822447,24.062741945427
(N00027)彰化縣彰化市大埔段0510-0001地號,農地,,彰化縣彰化市大埔段0510-0001地號,"6,955平方公尺",公告解除控制場址,銅:228(mg/Kg);鉻:255(mg/Kg);鎳:293(mg/Kg),-無資料-,120.5322013905,24.062282989951
(N00028)彰化縣彰化市大埔段0510-0003地號,農地,,彰化縣彰化市大埔段0510-0003地號,"2,545平方公尺",公告解除控制場址,鎳:915(mg/Kg);銅:1112(mg/Kg),-無資料-,120.53186611067,24.062543814452
(N00029)彰化縣彰化市大埔段0521-0002地號,農地,,彰化縣彰化市大埔段0521-0002地號,897平方公尺,公告解除控制場址,鎘:34.2(mg/Kg);鉻:1412(mg/Kg);鋅:7785(mg/Kg);鎳:3722(mg/Kg);銅:2641(mg/Kg),-無資料-,120.53179328061,24.063645166401
(N00030)彰化縣彰化市大埔段0523-0002地號,農地,,彰化縣彰化市大埔段0523-0002地號,526平方公尺,公告解除控制場址,銅:3071(mg/Kg);鎘:32.1(mg/Kg);鉻:1605(mg/Kg);鋅:7922(mg/Kg);鎳:4036(mg/Kg),-無資料-,120.53184149717,24.063907163633
(N00032)彰化縣彰化市西門口段0126地號,農地,,彰化縣彰化市西門口段0126地號,"1,660平方公尺",公告解除控制場址,鎳:237(mg/Kg),-無資料-,120.52252995005,24.074334306517
(N00033)彰化縣彰化市西門口段0128地號(新地號為彰化市平和段0066地號),農地,,彰化縣彰化市西門口段0128地號(新地號為彰化市平和段0066地號),"5,232平方公尺",公告解除控制場址,銅:222(mg/Kg);鉻:282(mg/Kg);鎳:336(mg/Kg),-無資料-,120.52222843611,24.076085045205
(N00034)彰化縣彰化市西門口段0131-0003地號,農地,,彰化縣彰化市西門口段0131-0003地號,"5,108平方公尺",公告解除控制場址,鎳:242(mg/Kg),-無資料-,120.52252814477,24.074821881988
(N00035)彰化縣彰化市平和段0036-0000(西門口段0131-0006地號),農地,,彰化縣彰化市平和段0036-0000(西門口段0131-0006地號),"8,513平方公尺",公告解除控制場址,鎳:212(mg/Kg),-無資料-,120.52257296982,24.075995828135
(N00036)彰化縣彰化市西門口段0134地號,農地,,彰化縣彰化市西門口段0134地號,213平方公尺,公告解除控制場址,鎳:249(mg/Kg),-無資料-,120.52429160091,24.0766422613
(N00037)彰化縣彰化市西門口段0135-0002地號,農地,,彰化縣彰化市西門口段0135-0002地號,"2,655平方公尺",公告解除控制場址,銅:259(mg/Kg);鉻:277(mg/Kg);鎳:272(mg/Kg),-無資料-,120.52465580339,24.076553100711
(N00038)彰化縣彰化市西門口段0135地號,農地,,彰化縣彰化市西門口段0135地號,"3,340平方公尺",公告解除控制場址,鉻:318(mg/Kg);銅:339(mg/Kg);鋅:673(mg/Kg);鎳:356(mg/Kg),-無資料-,120.5241076814,24.075847112649
(N00039)彰化縣彰化市西門口段0136-0014地號,農地,,彰化縣彰化市西門口段0136-0014地號,"3,380平方公尺",公告解除控制場址,銅:311(mg/Kg);鉻:363(mg/Kg);鎳:380(mg/Kg),-無資料-,120.52444735151,24.077076150971
(N00040)彰化縣彰化市西門口段0136-0005地號,農地,,彰化縣彰化市西門口段0136-0005地號,"3,560平方公尺",公告解除控制場址,銅:511(mg/Kg);鉻:470(mg/Kg);鋅:650(mg/Kg);鎳:504(mg/Kg),-無資料-,120.52726123342,24.076741760583
(N00041)彰化縣彰化市西門口段0136-0007地號,農地,,彰化縣彰化市西門口段0136-0007地號,"22,898平方公尺",公告解除控制場址,銅:351(mg/Kg);鉻:381(mg/Kg);鎳:405(mg/Kg),-無資料-,120.52541234724,24.076745064694
(N00042)彰化縣彰化市西門口段0136-0008地號,農地,,彰化縣彰化市西門口段0136-0008地號,"2,322平方公尺",公告解除控制場址,銅:777(mg/Kg);鉻:731(mg/Kg);鋅:869(mg/Kg);鎳:661(mg/Kg),-無資料-,120.52704666663,24.076253516115
(N00043)彰化縣彰化市西門口段0136-0009地號,農地,,彰化縣彰化市西門口段0136-0009地號,"5,645平方公尺",公告解除控制場址,銅:512(mg/Kg);鉻:320(mg/Kg);鎳:423(mg/Kg),-無資料-,120.52631783478,24.076549227201
(N00044)彰化縣彰化市西門口段0136地號,農地,,彰化縣彰化市西門口段0136地號,"7,193平方公尺",公告解除控制場址,銅:776(mg/Kg);鉻:742(mg/Kg);鋅:990(mg/Kg);鎳:686(mg/Kg),-無資料-,120.52763105722,24.075117632208
(N00045)彰化縣彰化市平和段0323地號(原為彰化縣彰化市西門口段0159地號),農地,,彰化縣彰化市平和段0323地號(原為彰化縣彰化市西門口段0159地號),"7,327平方公尺",公告解除控制場址,銅:879(mg/Kg);鉻:639(mg/Kg);鋅:1144(mg/Kg);鎳:732(mg/Kg),-無資料-,120.52000226186,24.077053237611
(N00046)彰化縣彰化市西門口段0166-0002地號,農地,,彰化縣彰化市西門口段0166-0002地號,813平方公尺,公告解除控制場址,銅:310(mg/Kg);鉻:409(mg/Kg);鋅:666(mg/Kg);鎳:532(mg/Kg),-無資料-,120.51905035175,24.076508491116
(N00047)彰化縣彰化市西門口段0166-0004地號,農地,,彰化縣彰化市西門口段0166-0004地號,578平方公尺,公告解除控制場址,銅:618(mg/Kg);鉻:601(mg/Kg);鋅:924(mg/Kg);鎳:666(mg/Kg),-無資料-,120.5194633922,24.076509789226
(N00048)彰化縣彰化市西門口段0166-0005地號,農地,,彰化縣彰化市西門口段0166-0005地號,796平方公尺,公告解除控制場址,銅:508(mg/Kg);鉻:504(mg/Kg);鋅:888(mg/Kg);鎳:511(mg/Kg),-無資料-,120.5195327033,24.0763835971
(N00049)彰化縣彰化市西門口段0167地號,農地,,彰化縣彰化市西門口段0167地號,"1,305平方公尺",公告解除控制場址,銅:740(mg/Kg);鉻:699(mg/Kg);鋅:964(mg/Kg);鎳:671(mg/Kg),-無資料-,120.51961205036,24.076203260806
(N00050)彰化縣彰化市磚磘段0376地號,農地,,彰化縣彰化市磚磘段0376地號,"8,343平方公尺",公告解除控制場址,鎳:366(mg/Kg);銅:267(mg/Kg),-無資料-,120.51611580892,24.080165119752
(N00051)彰化縣彰化市磚磘段0419-0000地號(原彰化縣彰化市西門口段0184地號),農地,,彰化縣彰化市磚磘段○四一九之○○○○地號,"18,606平方公尺",公告解除控制場址,鉻:347(mg/Kg);鋅:1120(mg/Kg);鎳:203(mg/Kg),-無資料-,120.51474026061,24.079817649605
(N00052)彰化縣彰化市磚磘段0448地號,農地,,彰化縣彰化市磚磘段0448地號,"5,820平方公尺",公告解除控制場址,鋅:721(mg/Kg);鎳:246(mg/Kg),-無資料-,120.51400586935,24.078966566809
(N00053)彰化縣彰化市西門口段0196-0012地號,農地,,彰化縣彰化市西門口段0196-0012地號,"2,983平方公尺",公告解除控制場址,鋅:766(mg/Kg);鎳:232(mg/Kg),-無資料-,120.51296307387,24.079053542549
(N00054)彰化縣彰化市磚磘段0484地號,農地,,彰化縣彰化市磚磘段0484地號,"3,884平方公尺",公告解除控制場址,鉻:364(mg/Kg);鋅:1414(mg/Kg),-無資料-,120.51247271552,24.078690809728
(N00055)彰化縣彰化市西門口段0199-0001地號,農地,,彰化縣彰化市西門口段0199-0001地號,"4,428平方公尺",公告解除控制場址,鎳:217(mg/Kg),-無資料-,120.51616727745,24.076932804121
(N00056)彰化縣彰化市西門口段0219-0003地號,農地,,彰化縣彰化市西門口段0219-0003地號,"5,747平方公尺",公告解除控制場址,鉻:289(mg/Kg);鋅:966(mg/Kg);鎳:202(mg/Kg),-無資料-,120.51121763664,24.077702614232
(N00057)彰化縣彰化市西門口段0220-0001地號,農地,,彰化縣彰化市西門口段0220-0001地號,"2,713平方公尺",公告解除控制場址,鉻:387(mg/Kg);鋅:1052(mg/Kg),-無資料-,120.51111497913,24.078839973573
(N00058)彰化縣彰化市西門口段0229地號,農地,,彰化縣彰化市西門口段0229地號,"1,817平方公尺",公告解除控制場址,銅:592(mg/Kg);鋅:3028(mg/Kg);鉻:1158(mg/Kg);鎳:551(mg/Kg),-無資料-,120.51217989787,24.080703402108
(N00059)彰化縣彰化市西門口段0230-0002地號,農地,,彰化縣彰化市西門口段0230-0002地號,934平方公尺,公告解除控制場址,鋅:646(mg/Kg),-無資料-,120.51153900639,24.081134761243
(N00060)彰化縣彰化市磚磘段0559-0000地號(原彰化縣彰化市西門口段0231-0000地號),農地,,彰化縣彰化市磚磘段○五五九地號,"2,624平方公尺",公告解除控制場址,鉻:844(mg/Kg);鎳:272(mg/Kg);銅:226(mg/Kg);鋅:3380(mg/Kg),-無資料-,120.5112945438,24.080763780548
(N00061)彰化縣彰化市西門口段0233-0001地號,農地,,彰化縣彰化市西門口段0233-0001地號,"1,343平方公尺",公告解除控制場址,鋅:1120(mg/Kg),-無資料-,120.51104956893,24.080528236763
(N00062)彰化縣彰化市磚磘段0569地號,農地,,彰化縣彰化市磚磘段0569地號,"7,244平方公尺",公告解除控制場址,鋅:2380(mg/Kg);鉻:298(mg/Kg);鎳:304(mg/Kg),-無資料-,120.51037108506,24.080498978446
(N00063)彰化縣彰化市西門口段0234-0009地號,農地,,彰化縣彰化市西門口段0234-0009地號,"3,453平方公尺",公告解除控制場址,銅:265(mg/Kg);鋅:2190(mg/Kg);鉻:630(mg/Kg);鎳:300(mg/Kg),-無資料-,120.51092237006,24.080356274084
(N00064)彰化縣彰化市西門口段0271-0001地號,農地,,彰化縣彰化市西門口段0271-0001地號,"3,166平方公尺",公告解除控制場址,銅:269(mg/Kg);鉛:556(mg/Kg);鎳:347(mg/Kg),-無資料-,120.50796509707,24.074423592276
(N00065)彰化縣彰化市西門口段0330-0000地號,農地,,彰化縣彰化市西門口段0330地號,"1,606平方公尺",公告解除控制場址,銅:207(mg/Kg);鎳:207(mg/Kg),-無資料-,120.51550261814,24.073228698437
(N00066)彰化縣彰化市西門口段0331-0006地號,農地,,彰化縣彰化市西門口段0331-0006地號,"3,273平方公尺",公告解除控制場址,銅:308(mg/Kg);鉻:301(mg/Kg);鎳:284(mg/Kg),-無資料-,120.51544246043,24.073535503248
(N00067)彰化縣彰化市西門口段0336地號,農地,,彰化縣彰化市西門口段0336地號,451平方公尺,公告解除控制場址,銅:507(mg/Kg);鋅:908(mg/Kg);鉻:630(mg/Kg);鎳:548(mg/Kg),-無資料-,120.51898413887,24.075803999488
(N00069)彰化縣彰化市平和段0398-0000地號(原彰化縣彰化市西門口段0337-0007地號),農地,,彰化縣彰化市平和段0398地號(原彰化縣彰化市西門口段0337-0007地號),"2,216平方公尺",公告解除控制場址,鎳:245(mg/Kg),-無資料-,120.52098582331,24.074374625582
(N00070)彰化縣彰化市西門口段0340-0001地號,農地,,彰化縣彰化市西門口段0340-0001地號,"3,717平方公尺",公告解除控制場址,銅:436(mg/Kg);鋅:649(mg/Kg);鉻:408(mg/Kg);鎳:397(mg/Kg),-無資料-,120.51655333746,24.073638339902
(N00071)彰化縣彰化市西門口段0340-0002地號,農地,,彰化縣彰化市西門口段0340-0002地號,"3,775平方公尺",公告解除控制場址,銅:258(mg/Kg);鉻:252(mg/Kg);鎳:269(mg/Kg),-無資料-,120.51613047231,24.073637002977
(N00072)彰化縣彰化市西門口段0340-0003地號,農地,,彰化縣彰化市西門口段0340-0003地號,341平方公尺,公告解除控制場址,銅:230(mg/Kg);鉻:290(mg/Kg);鎳:388(mg/Kg),-無資料-,120.51595369623,24.073573238812
(N00073)彰化縣彰化市平和段0400地號,農地,,彰化縣彰化市平和段0400地號,"5,122平方公尺",公告解除控制場址,鎳:208(mg/Kg),-無資料-,120.52084992346,24.073895648203
(N00074)彰化縣彰化市西門口段0433-0033地號,農地,,彰化縣彰化市西門口段0433-0033地號,496平方公尺,公告解除控制場址,銅:230(mg/Kg);鋅:673(mg/Kg);鉻:273(mg/Kg);鎳:327(mg/Kg),-無資料-,120.52381938917,24.068695022904
(N00075)彰化縣彰化市西門口段0433-0034地號,農地,,彰化縣彰化市西門口段0433-0034地號,"2,500平方公尺",公告解除控制場址,鎳:436(mg/Kg),-無資料-,120.52361188093,24.068965255573
(N00076)彰化縣彰化市西門口段0433地號,農地,,彰化縣彰化市西門口段0433地號,"2,524平方公尺",公告解除控制場址,銅:253(mg/Kg);鋅:894(mg/Kg);鉻:322(mg/Kg);鎳:338(mg/Kg),-無資料-,120.52456531994,24.069085601984
(N00078)彰化縣彰化市西門口段0434-0011地號,農地,,彰化縣彰化市西門口段0434-0011地號,562平方公尺,公告解除控制場址,銅:205(mg/Kg);鋅:968(mg/Kg);鎳:1250(mg/Kg),-無資料-,120.52523248542,24.069503020934
(N00079)彰化縣彰化市西門口段0434-0014地號,農地,,彰化縣彰化市西門口段0434-0014地號,465平方公尺,公告解除控制場址,鎳:899(mg/Kg);銅:1010(mg/Kg);鋅:1820(mg/Kg),-無資料-,120.52524182069,24.069638489222
(N00080)彰化縣彰化市西門口段0434-0003地號,農地,,彰化縣彰化市西門口段0434-0003地號,"4,360平方公尺",公告解除控制場址,銅:277(mg/Kg);鋅:1370(mg/Kg);鉻:387(mg/Kg);鎳:1540(mg/Kg),-無資料-,120.52409133503,24.06961685634
(N00081)彰化縣彰化市西門口段0434-0004地號,農地,,彰化縣彰化市西門口段0434-0004地號,"2,459平方公尺",公告解除控制場址,銅:251(mg/Kg);鋅:1680(mg/Kg);鉻:457(mg/Kg);鎳:1170(mg/Kg),-無資料-,120.52449368778,24.069843839524
(N00082)彰化縣彰化市西門口段0434-0005地號,農地,,彰化縣彰化市西門口段0434-0005地號,"4,970平方公尺",公告解除控制場址,銅:474(mg/Kg);鋅:1935(mg/Kg);鉻:801(mg/Kg);鎳:2208(mg/Kg),-無資料-,120.52404369873,24.069201360951
(N00084)彰化縣彰化市西門口段0511-0000地號,農地,,彰化縣彰化市西門口段0511地號,278平方公尺,公告解除控制場址,鎳:224(mg/Kg),-無資料-,120.5282126936,24.063977282547
(N00085)彰化縣彰化市西門口段0519-0014地號,農地,,彰化縣彰化市西門口段0519-0014地號,"4,455平方公尺",公告解除控制場址,鋅:608(mg/Kg);鎳:301(mg/Kg),-無資料-,120.52988100813,24.064903405365
(N00086)彰化縣彰化市西門口段0520地號,農地,,彰化縣彰化市西門口段0520地號,"1,148平方公尺",公告解除控制場址,鎳:211(mg/Kg),-無資料-,120.52942873637,24.064883956613
(N00087)彰化縣彰化市西門口段0521-0003地號,農地,,彰化縣彰化市西門口段0521-0003地號,916平方公尺,公告解除控制場址,銅:219(mg/Kg);鎳:348(mg/Kg),-無資料-,120.52937306241,24.063971826335
(N00088)彰化縣彰化市西門口段0521-0000地號,農地,,彰化縣彰化市西門口段0521地號,916平方公尺,公告解除控制場址,鎳:213(mg/Kg),-無資料-,120.52924539352,24.063926287149
(N00089)彰化縣彰化市西門口段0532-0000地號,農地,,彰化縣彰化市西門口段0532地號,"8,725平方公尺",公告解除控制場址,鉻:322(mg/Kg);銅:265(mg/Kg);鎳:261(mg/Kg),-無資料-,120.52567241886,24.059508956664
(N00090)彰化縣彰化市西門口段0533-0010地號,農地,,彰化縣彰化市西門口段0533-0010地號,"1,600平方公尺",公告解除控制場址,銅:330(mg/Kg);鋅:629(mg/Kg);鎳:262(mg/Kg);鉻:398(mg/Kg),-無資料-,120.52531251655,24.058442383367
(N00091)彰化縣彰化市西門口段0533-0001地號,農地,,彰化縣彰化市西門口段0533-0001地號,"2,358平方公尺",公告解除控制場址,銅:239(mg/Kg);鎳:235(mg/Kg);鉻:332(mg/Kg),-無資料-,120.52537081676,24.058632179494
(N00092)彰化縣彰化市西門口段0565-0000地號,農地,,彰化縣彰化市西門口段0565地號,"1,463平方公尺",公告解除控制場址,銅:376(mg/Kg);鋅:894(mg/Kg);鎳:338(mg/Kg);鉻:272(mg/Kg),-無資料-,120.52491017534,24.066233417578
(N00093)彰化縣彰化市西門口段0566-0004地號,農地,,彰化縣彰化市西門口段0566-0004地號,"1,038平方公尺",公告解除控制場址,鎳:205(mg/Kg),-無資料-,120.52479373628,24.065808679294
(N00094)彰化縣彰化市西門口段0604地號,農地,,彰化縣彰化市西門口段0604地號,"1,569平方公尺",公告解除控制場址,鎘:665(mg/Kg);鉛:1077(mg/Kg);銅:645(mg/Kg);鎳:632(mg/Kg),-無資料-,120.51539203977,24.07125093672
(N00095)彰化縣彰化市西門口段0605地號,農地,,彰化縣彰化市西門口段0605地號,"2,217平方公尺",公告解除控制場址,鎳:220(mg/Kg);鎘:112(mg/Kg),-無資料-,120.51511665691,24.071259093457
(N00096)彰化縣彰化市西門口段0606地號,農地,,彰化縣彰化市西門口段0606地號,"2,074平方公尺",公告解除控制場址,鎳:263(mg/Kg);鎘:473(mg/Kg),-無資料-,120.51479203664,24.071285152103
(N00097)彰化縣彰化市磚磘段1391-0000地號(原彰化市西門口段0618-0000地號),農地,,彰化縣彰化市磚磘段1391地號(原彰化市西門口段0618地號),"3,331平方公尺",公告解除控制場址,鎳:256(mg/Kg);鉻:268(mg/Kg);銅:282(mg/Kg),-無資料-,120.51050240538,24.071813243805
(N00098)彰化縣彰化市西勢子段西勢子小段0036-0109地號,農地,,彰化縣彰化市西勢子段西勢子小段0036-0109地號,1平方公尺,公告解除控制場址,鉻:251(mg/Kg);銅:259(mg/Kg);鎳:324(mg/Kg),-無資料-,120.53435590056,24.081070491091
(N00099)彰化縣彰化市西勢子段西勢子小段0036-0111地號,農地,,彰化縣彰化市西勢子段西勢子小段0036-0111地號,152平方公尺,公告解除控制場址,鉻:671(mg/Kg);銅:259(mg/Kg);鋅:847(mg/Kg);鎳:472(mg/Kg),-無資料-,120.53471011148,24.081026422674
(N00100)彰化縣彰化市西勢子段西勢子小段0036-0114地號,農地,,彰化縣彰化市西勢子段西勢子小段0036-0114地號,"1,089平方公尺",公告解除控制場址,鎘:13.8(mg/Kg);鉻:447(mg/Kg);銅:479(mg/Kg);鎳:424(mg/Kg),-無資料-,120.53516169208,24.081253527889
(N00101)彰化縣彰化市西勢子段西勢子小段0104-0003地號,農地,,彰化縣彰化市西勢子段西勢子小段0104-0003地號,"3,224平方公尺",公告解除控制場址,鉻:646(mg/Kg);銅:639(mg/Kg);鋅:1055(mg/Kg);鎳:636(mg/Kg),-無資料-,120.52993536239,24.090456442031
(N00102)彰化縣彰化市線東段0029-0000地號,農地,,彰化縣彰化市線東段0029-0000地號,"2,837平方公尺",公告解除控制場址,銅:972(mg/Kg);鋅:1574(mg/Kg);鎳:801(mg/Kg);鉻:835(mg/Kg),-無資料-,120.52811618184,24.090351516507
(N00103)彰化縣彰化市線東段0028-0000地號(原彰化市西勢子段西勢子小段0104-0007地號),農地,,彰化縣彰化市線東段0028-0000地號(原彰化市西勢子段西勢子小段0104-0007地號),"3,224平方公尺",公告解除控制場址,銅:270(mg/Kg);鎳:407(mg/Kg),-無資料-,120.52737935738,24.090123509084
(N00104)彰化縣彰化市西勢子段西勢子小段0104-0008地號,農地,,彰化縣彰化市西勢子段西勢子小段0104-0008地號,"3,076平方公尺",公告解除控制場址,銅:1300(mg/Kg);鋅:1199(mg/Kg);鎳:885(mg/Kg);鎘:8.95(mg/Kg);鉻:1462(mg/Kg),-無資料-,120.53000473694,24.090312187012
(N00105)彰化縣彰化市西勢子段西勢子小段0105-0010地號,農地,,彰化縣彰化市西勢子段西勢子小段0105-0010地號,"2,552平方公尺",公告解除控制場址,鎳:225(mg/Kg),-無資料-,120.52863933879,24.089838461979
(N00106)彰化縣彰化市線東段0027-0000地號,農地,,彰化縣彰化市線東段0027-0000地號,"1,334平方公尺",公告解除控制場址,鉻:679(mg/Kg);銅:772(mg/Kg);鋅:1445(mg/Kg);鎳:645(mg/Kg),-無資料-,120.52859900658,24.09010921565
(N00107)彰化縣彰化市線東段0025-0000地號,農地,,彰化縣彰化市線東段0025-0000地號,"3,064平方公尺",公告解除控制場址,鉻:486(mg/Kg);銅:517(mg/Kg);鋅:949(mg/Kg);鎳:534(mg/Kg),-無資料-,120.52980868855,24.090130998904
(N00108)彰化縣彰化市線東段0054-0000地號,農地,,彰化縣彰化市線東段0054-0000地號,"3,734平方公尺",公告解除控制場址,鉻:394(mg/Kg);銅:510(mg/Kg);鋅:1095(mg/Kg);鎳:496(mg/Kg),-無資料-,120.53006506623,24.089951201721
(N00109)彰化縣彰化市西勢子段西勢子小段0105-0008地號,農地,,彰化縣彰化市西勢子段西勢子小段0105-0008地號,"4,213平方公尺",公告解除控制場址,銅:206(mg/Kg);鎳:349(mg/Kg),-無資料-,120.52743926347,24.089879904062
(N00110)彰化縣彰化市線東段0063-0000地號,農地,,彰化縣彰化市線東段0063-0000地號,"2,451平方公尺",公告解除控制場址,鉻:703(mg/Kg);銅:884(mg/Kg);鋅:1894(mg/Kg);鎳:683(mg/Kg),-無資料-,120.53011569155,24.089554069489
(N00111)彰化縣彰化市西勢子段西勢子小段0106-0008地號,農地,,彰化縣彰化市西勢子段西勢子小段0106-0008地號,465平方公尺,公告解除控制場址,鎳:240(mg/Kg),-無資料-,120.52955445277,24.089723899828
