場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(N00287)彰化縣鹿港鎮振興段1288地號,農地,,彰化縣鹿港鎮振興段1288地號,"1,825平方公尺",公告解除控制場址,銅:332(mg/Kg);鋅:662(mg/Kg),-無資料-,120.48626958408,24.079661467034
(N00288)彰化縣鹿港鎮振興段1290地號,農地,,彰化縣鹿港鎮振興段1290地號,"1,825平方公尺",公告解除控制場址,銅:358(mg/Kg);鋅:949(mg/Kg),-無資料-,120.48613215317,24.079597800685
(N00289)彰化縣鹿港鎮振興段1292-0000地號,農地,,彰化縣鹿港鎮振興段1292-0000地號,"1,615平方公尺",公告解除控制場址,銅:231(mg/Kg),-無資料-,120.48599468641,24.079543163334
(N00290)彰化縣鹿港鎮振興段1296地號,農地,,彰化縣鹿港鎮振興段1296地號,"1,615平方公尺",公告解除控制場址,銅:213(mg/Kg),-無資料-,120.48587688871,24.079488591976
(N00291)彰化縣鹿港鎮振興段1532地號,農地,,彰化縣鹿港鎮振興段1532地號,"2,243平方公尺",公告解除控制場址,銅:223(mg/Kg);鎳:205(mg/Kg),-無資料-,120.47395961949,24.07893340344
(N00292)彰化縣鹿港鎮振興段1535地號,農地,,彰化縣鹿港鎮振興段1535地號,"2,000平方公尺",公告解除控制場址,銅:203(mg/Kg),-無資料-,120.47396127724,24.078527093799
(N00293)彰化縣鹿港鎮振興段1559地號,農地,,彰化縣鹿港鎮振興段1559地號,"2,411平方公尺",公告解除控制場址,銅:237(mg/Kg),-無資料-,120.47268214306,24.078685215417
(N00294)彰化縣鹿港鎮振興段1582地號,農地,,彰化縣鹿港鎮振興段1582地號,"2,866平方公尺",公告解除控制場址,銅:476(mg/Kg);鋅:1620(mg/Kg),-無資料-,120.47079683084,24.077974424379
(N00295)彰化縣鹿港鎮振興段1633-0000地號,農地,,彰化縣鹿港鎮振興段1633地號,"3,057平方公尺",公告解除控制場址,銅:214(mg/Kg),-無資料-,120.46853244074,24.078571531376
(N00296)彰化縣鹿港鎮振興段1636地號,農地,,彰化縣鹿港鎮振興段1636地號,"1,757平方公尺",公告解除控制場址,銅:291(mg/Kg);鎳:258(mg/Kg),-無資料-,120.46754698962,24.079055682159
(N00297)彰化縣鹿港鎮振興段1637地號,農地,,彰化縣鹿港鎮振興段1637地號,"2,093平方公尺",公告解除控制場址,銅:300(mg/Kg);鎳:253(mg/Kg),-無資料-,120.46727255879,24.078828995999
(N00298)彰化縣鹿港鎮振興段1638-0000地號,農地,,彰化縣鹿港鎮振興段1638地號,"1,660平方公尺",公告解除控制場址,銅:502(mg/Kg),-無資料-,120.4679224486,24.078632615211
(N00299)彰化縣鹿港鎮振興段1646-0000地號,農地,,彰化縣鹿港鎮振興段1646地號,"2,082平方公尺",公告解除控制場址,銅:229(mg/Kg),-無資料-,120.46756070188,24.078116690623
(N00309)彰化縣鹿港鎮鹿犁段1021地號,農地,,彰化縣鹿港鎮鹿犁段1021地號,"1,199平方公尺",公告解除控制場址,銅:379(mg/Kg);鋅:1110(mg/Kg),-無資料-,120.47394101964,24.095538074793
(N00310)彰化縣鹿港鎮鹿犁段1027地號,農地,,彰化縣鹿港鎮鹿犁段1027地號,"1,825平方公尺",公告解除控制場址,銅:277(mg/Kg),-無資料-,120.47464826814,24.09576623715
(N00311)彰化縣鹿港鎮鹿犁段1028地號,農地,,彰化縣鹿港鎮鹿犁段1028地號,937平方公尺,公告解除控制場址,銅:229(mg/Kg);鋅:739(mg/Kg),-無資料-,120.47440130739,24.096027235361
(N00312)彰化縣鹿港鎮鹿犁段1145地號,農地,,彰化縣鹿港鎮鹿犁段1145地號,919平方公尺,公告解除控制場址,銅:385(mg/Kg);鋅:1540(mg/Kg),-無資料-,120.47449830182,24.096361649579
(N00313)彰化縣鹿港鎮鹿鳴段0130地號,農地,,彰化縣鹿港鎮鹿鳴段0130地號,"1,062平方公尺",公告解除控制場址,銅:823(mg/Kg);鋅:834(mg/Kg),-無資料-,120.47831398273,24.089232607495
(N00314)彰化縣鹿港鎮鹿鳴段0131地號,農地,,彰化縣鹿港鎮鹿鳴段0131地號,"1,254平方公尺",公告解除控制場址,銅:3170(mg/Kg);鎳:2790(mg/Kg),-無資料-,120.47808773644,24.089240864632
(N00315)彰化縣鹿港鎮鹿鳴段0426-0000地號,農地,,彰化縣鹿港鎮鹿鳴段0426地號,"1,082平方公尺",公告解除控制場址,銅:230(mg/Kg);鋅:1170(mg/Kg),-無資料-,120.47315099797,24.091499296546
(N00316)彰化縣鹿港鎮鹿鳴段0780地號,農地,,彰化縣鹿港鎮鹿鳴段0780地號,"1,810平方公尺",公告解除控制場址,銅:967(mg/Kg);鋅:792(mg/Kg),-無資料-,120.46888959426,24.089750944482
(N00317)彰化縣鹿港鎮鹿鳴段0781地號,農地,,彰化縣鹿港鎮鹿鳴段0781地號,438平方公尺,公告解除控制場址,銅:423(mg/Kg),-無資料-,120.46909553892,24.089896127094
(N00318)彰化縣鹿港鎮鹿鳴段0782地號,農地,,彰化縣鹿港鎮鹿鳴段0782地號,"2,095平方公尺",公告解除控制場址,銅:415(mg/Kg),-無資料-,120.46928196227,24.090005124826
(N00319)彰化縣鹿港鎮鹿鳴段0783地號,農地,,彰化縣鹿港鎮鹿鳴段0783地號,"2,095平方公尺",公告解除控制場址,銅:368(mg/Kg),-無資料-,120.46932074552,24.090140697618
(N00320)彰化縣鹿港鎮鹿鳴段0785地號,農地,,彰化縣鹿港鎮鹿鳴段0785地號,"3,407平方公尺",公告解除控制場址,銅:324(mg/Kg),-無資料-,120.46942644255,24.090746021614
(N00321)彰化縣鹿港鎮鹿鳴段0936-0000地號,農地,,彰化縣鹿港鎮鹿鳴段0936地號,"1,127平方公尺",公告解除控制場址,鋅:743(mg/Kg),-無資料-,120.46722632075,24.090016034299
(N00322)彰化縣鹿港鎮鹿鳴段0937地號,農地,,彰化縣鹿港鎮鹿鳴段0937地號,"4,365平方公尺",公告解除控制場址,鋅:808(mg/Kg),-無資料-,120.46730380833,24.090305238999
(N00323)彰化縣鹿港鎮鹿鳴段1129地號,農地,,彰化縣鹿港鎮鹿鳴段1129地號,983平方公尺,公告解除控制場址,鋅:948(mg/Kg),-無資料-,120.46673175598,24.090691500902
(N00324)彰化縣和美鎮大雅段0835地號,農地,,彰化縣和美鎮大雅段0835地號,"3,149平方公尺",公告解除控制場址,銅:248(mg/Kg);鋅:1170(mg/Kg);鎳:306(mg/Kg),-無資料-,120.4827175354,24.104597237164
(N00325)彰化縣和美鎮大雅段0836地號,農地,,彰化縣和美鎮大雅段0836地號,"3,183平方公尺",公告解除控制場址,銅:253(mg/Kg);鋅:1040(mg/Kg);鎳:296(mg/Kg),-無資料-,120.48260055083,24.104334994134
(N00326)彰化縣和美鎮大嘉段0495地號,農地,,彰化縣和美鎮大嘉段0495地號,"1,777平方公尺",公告解除控制場址,鉻:297(mg/Kg);銅:330(mg/Kg);鎳:413(mg/Kg),-無資料-,120.51106028155,24.101033698894
(N00327)彰化縣和美鎮大嘉段0496地號,農地,,彰化縣和美鎮大嘉段0496地號,"2,091平方公尺",公告解除控制場址,鉻:253(mg/Kg);銅:265(mg/Kg);鎳:250(mg/Kg),-無資料-,120.51104975984,24.101214250004
(N00328)彰化縣和美鎮大嘉段0497地號,農地,,彰化縣和美鎮大嘉段0497地號,"1,906平方公尺",公告解除控制場址,銅:444(mg/Kg);鋅:954(mg/Kg);鎳:434(mg/Kg);鎘:5.48(mg/Kg),-無資料-,120.5110392381,24.101394801108
(N00329)彰化縣和美鎮大嘉段0500地號,農地,,彰化縣和美鎮大嘉段0500地號,"3,179平方公尺",公告解除控制場址,銅:320(mg/Kg);鋅:621(mg/Kg);鎳:543(mg/Kg),-無資料-,120.51101774887,24.101873281962
(N00330)彰化縣和美鎮大嘉段0501地號,農地,,彰化縣和美鎮大嘉段0501地號,"1,591平方公尺",公告解除控制場址,銅:284(mg/Kg);鎳:460(mg/Kg),-無資料-,120.51099721936,24.102098947215
(N00331)彰化縣和美鎮大嘉段0502地號,農地,,彰化縣和美鎮大嘉段0502地號,"1,515平方公尺",公告解除控制場址,銅:421(mg/Kg);鋅:633(mg/Kg);鎳:310(mg/Kg),-無資料-,120.51098683459,24.102243381784
(N00332)彰化縣和美鎮大嘉段0503-0000地號,農地,,彰化縣和美鎮大嘉段○五○三之○○○○地號,"1,871平方公尺",公告解除控制場址,銅:357(mg/Kg),-無資料-,120.5109764155,24.102396845475
(N00333)彰化縣和美鎮大嘉段0504地號,農地,,彰化縣和美鎮大嘉段0504地號,"1,784平方公尺",公告解除控制場址,鎘:5.54(mg/Kg);銅:874(mg/Kg);鋅:1630(mg/Kg);鎳:436(mg/Kg),-無資料-,120.51097576409,24.102568398888
(N00334)彰化縣和美鎮大嘉段0505地號,農地,,彰化縣和美鎮大嘉段0505地號,"2,364平方公尺",公告解除控制場址,銅:332(mg/Kg),-無資料-,120.5109848461,24.102767071149
(N00335)彰化縣和美鎮大嘉段0540地號,農地,,彰化縣和美鎮大嘉段0540地號,"1,028平方公尺",公告解除控制場址,鎘:7.58(mg/Kg),-無資料-,120.51019430296,24.103721638675
(N00336)彰化縣和美鎮大嘉段0546地號,農地,,彰化縣和美鎮大嘉段0546地號,"2,768平方公尺",公告解除控制場址,鎳:203(mg/Kg),-無資料-,120.50999392323,24.102095734014
(N00337)彰化縣和美鎮大嘉段0547地號,農地,,彰化縣和美鎮大嘉段0547地號,"2,767平方公尺",公告解除控制場址,鎳:264(mg/Kg),-無資料-,120.51000472133,24.101842950011
(N00338)彰化縣和美鎮大嘉段0561地號,農地,,彰化縣和美鎮大嘉段0561地號,"2,053平方公尺",公告解除控制場址,鉻:322(mg/Kg);銅:205(mg/Kg);鎳:420(mg/Kg),-無資料-,120.50891648188,24.100900416866
(N00339)彰化縣和美鎮大嘉段0562地號,農地,,彰化縣和美鎮大嘉段0562地號,"2,053平方公尺",公告解除控制場址,鉻:443(mg/Kg);鎳:440(mg/Kg),-無資料-,120.50891586219,24.101062941134
(N00340)彰化縣和美鎮大嘉段0564地號,農地,,彰化縣和美鎮大嘉段0564地號,"1,114平方公尺",公告解除控制場址,鎘:5.37(mg/Kg);鎳:259(mg/Kg),-無資料-,120.50904225222,24.101451604322
(N00341)彰化縣和美鎮大嘉段0565地號,農地,,彰化縣和美鎮大嘉段0565地號,"1,172平方公尺",公告解除控制場址,鎘:7.5(mg/Kg);鎳:275(mg/Kg),-無資料-,120.50905157213,24.1015870728
(N00342)彰化縣和美鎮大嘉段0570地號,農地,,彰化縣和美鎮大嘉段0570地號,"2,398平方公尺",公告解除控制場址,鎘:8.99(mg/Kg),-無資料-,120.50910721663,24.102472116606
(N00343)彰化縣和美鎮大嘉段0777地號,農地,,彰化縣和美鎮大嘉段0777地號,"1,901平方公尺",公告解除控制場址,鎳:273(mg/Kg),-無資料-,120.51632984518,24.096508753907
(N00344)彰化縣和美鎮大嘉段0778地號,農地,,彰化縣和美鎮大嘉段0778地號,"1,789平方公尺",公告解除控制場址,鉻:287(mg/Kg);銅:220(mg/Kg);鎳:338(mg/Kg),-無資料-,120.51628110683,24.096391219463
(N00345)彰化縣和美鎮大嘉段0780地號,農地,,彰化縣和美鎮大嘉段0780地號,"1,798平方公尺",公告解除控制場址,鉻:265(mg/Kg);銅:232(mg/Kg);鎳:433(mg/Kg),-無資料-,120.5163611492,24.096030302759
(N00346)彰化縣和美鎮大嘉段0793地號,農地,,彰化縣和美鎮大嘉段0793地號,"1,071平方公尺",公告解除控制場址,鎳:256(mg/Kg),-無資料-,120.51745549141,24.095347537943
(N00347)彰化縣和美鎮大嘉段0799地號,農地,,彰化縣和美鎮大嘉段0799地號,"1,760平方公尺",公告解除控制場址,鎳:468(mg/Kg),-無資料-,120.51695583266,24.094822263438
(N00348)彰化縣和美鎮大嘉段0800地號,農地,,彰化縣和美鎮大嘉段0800地號,"1,752平方公尺",公告解除控制場址,鉻:737(mg/Kg);銅:424(mg/Kg);鋅:1160(mg/Kg);鎳:799(mg/Kg),-無資料-,120.51692686728,24.094677703897
(N00349)彰化縣和美鎮大嘉段0801地號,農地,,彰化縣和美鎮大嘉段0801地號,"2,645平方公尺",公告解除控制場址,鎳:288(mg/Kg),-無資料-,120.5169078392,24.094506087996
(N00350)彰化縣和美鎮大嘉段0812地號,農地,,彰化縣和美鎮大嘉段0812地號,"2,730平方公尺",公告解除控制場址,鎳:281(mg/Kg),-無資料-,120.51599926061,24.095487402489
(N00351)彰化縣和美鎮大嘉段0814地號,農地,,彰化縣和美鎮大嘉段0814地號,"1,026平方公尺",公告解除控制場址,鎳:481(mg/Kg),-無資料-,120.51590222641,24.095134954517
(N00352)彰化縣和美鎮大嘉段0819地號,農地,,彰化縣和美鎮大嘉段0819地號,"2,296平方公尺",公告解除控制場址,鉻:286(mg/Kg);銅:231(mg/Kg);鎳:408(mg/Kg),-無資料-,120.516820842,24.094099496745
(N00353)彰化縣和美鎮大嘉段0821地號,農地,,彰化縣和美鎮大嘉段0821地號,"1,775平方公尺",公告解除控制場址,鎳:340(mg/Kg),-無資料-,120.51687110363,24.093810719524
(N00354)彰化縣和美鎮大嘉段0822地號,農地,,彰化縣和美鎮大嘉段0822地號,"1,880平方公尺",公告解除控制場址,鉻:528(mg/Kg);銅:373(mg/Kg);鋅:934(mg/Kg);鎳:563(mg/Kg),-無資料-,120.51683237067,24.093648070578
(N00355)彰化縣和美鎮大嘉段0901地號,農地,,彰化縣和美鎮大嘉段0901地號,"2,782平方公尺",公告解除控制場址,鉻:467(mg/Kg);銅:323(mg/Kg);鋅:913(mg/Kg);鎳:581(mg/Kg),-無資料-,120.51435900673,24.094868211787
(N00356)彰化縣和美鎮大嘉段0991地號,農地,,彰化縣和美鎮大嘉段0991地號,"2,091平方公尺",公告解除控制場址,鉻:650(mg/Kg);銅:282(mg/Kg);鋅:1280(mg/Kg);鎳:612(mg/Kg),-無資料-,120.51003465012,24.096560940729
(N00357)彰化縣和美鎮大嘉段0992地號,農地,,彰化縣和美鎮大嘉段0992地號,"2,091平方公尺",公告解除控制場址,鉻:618(mg/Kg);銅:298(mg/Kg);鋅:1230(mg/Kg);鎳:605(mg/Kg),-無資料-,120.51004517275,24.096380389597
(N00358)彰化縣和美鎮大嘉段0993-0000地號,農地,,彰化縣和美鎮大嘉段0993地號,"3,233平方公尺",公告解除控制場址,鉻:605(mg/Kg);銅:317(mg/Kg);鋅:1380(mg/Kg);鎳:511(mg/Kg),-無資料-,120.51004585955,24.096199806936
(N00359)彰化縣和美鎮大嘉段0994地號,農地,,彰化縣和美鎮大嘉段0994地號,"1,180平方公尺",公告解除控制場址,鉻:668(mg/Kg);銅:329(mg/Kg);鋅:1700(mg/Kg);鎳:758(mg/Kg),-無資料-,120.50994815428,24.096027938137
(N00360)彰化縣和美鎮大嘉段0995-0000地號,農地,,彰化縣和美鎮大嘉段0995地號,"1,588平方公尺",公告解除控制場址,鎳:540(mg/Kg);鉻:425(mg/Kg);銅:259(mg/Kg);鋅:1180(mg/Kg),-無資料-,120.50987978479,24.095901309548
(N00361)彰化縣和美鎮大嘉段0996地號,農地,,彰化縣和美鎮大嘉段0996地號,"2,155平方公尺",公告解除控制場址,鉻:730(mg/Kg);銅:424(mg/Kg);鋅:1720(mg/Kg);鎳:674(mg/Kg),-無資料-,120.50976264898,24.09566617363
(N00362)彰化縣和美鎮大嘉段1003-0000地號,農地,,彰化縣和美鎮大嘉段1003地號,"1,044平方公尺",公告解除控制場址,鉻:975(mg/Kg);銅:623(mg/Kg);鋅:1910(mg/Kg);鎳:1020(mg/Kg),-無資料-,120.50870850277,24.09611425168
(N00363)彰化縣和美鎮大嘉段1004地號,農地,,彰化縣和美鎮大嘉段1004地號,"1,039平方公尺",公告解除控制場址,鉻:766(mg/Kg);銅:470(mg/Kg);鋅:1680(mg/Kg);鎳:912(mg/Kg),-無資料-,120.50870877824,24.096042018628
(N00364)彰化縣和美鎮大嘉段1005地號,農地,,彰化縣和美鎮大嘉段1005地號,"1,295平方公尺",公告解除控制場址,鉻:886(mg/Kg);銅:504(mg/Kg);鋅:1920(mg/Kg);鎳:805(mg/Kg),-無資料-,120.50871899277,24.095942729789
(N00365)彰化縣和美鎮大嘉段1006地號,農地,,彰化縣和美鎮大嘉段1006地號,"1,651平方公尺",公告解除控制場址,鉻:521(mg/Kg);銅:308(mg/Kg);鋅:1310(mg/Kg);鎳:599(mg/Kg),-無資料-,120.50872927614,24.095825382685
(N00366)彰化縣和美鎮大嘉段1007地號,農地,,彰化縣和美鎮大嘉段1007地號,"2,967平方公尺",公告解除控制場址,鉻:324(mg/Kg);鋅:1010(mg/Kg);鎳:296(mg/Kg),-無資料-,120.50874970512,24.095626804996
(N00367)彰化縣和美鎮大嘉段1008地號,農地,,彰化縣和美鎮大嘉段1008地號,"1,170平方公尺",公告解除控制場址,鉻:299(mg/Kg),-無資料-,120.50878980547,24.095428290507
(N00368)彰化縣和美鎮大嘉段1011地號,農地,,彰化縣和美鎮大嘉段1011地號,"1,281平方公尺",公告解除控制場址,鉻:588(mg/Kg);鋅:1070(mg/Kg);鎳:233(mg/Kg),-無資料-,120.50886085851,24.094850647216
(N00369)彰化縣和美鎮大嘉段1092地號,農地,,彰化縣和美鎮大嘉段1092地號,"1,460平方公尺",公告解除控制場址,鉻:529(mg/Kg);銅:294(mg/Kg);鋅:1320(mg/Kg);鎳:540(mg/Kg),-無資料-,120.51603880728,24.092814869385
(N00370)彰化縣和美鎮大嘉段1093地號,農地,,彰化縣和美鎮大嘉段1093地號,"1,306平方公尺",公告解除控制場址,鉻:367(mg/Kg);銅:260(mg/Kg);鋅:1200(mg/Kg);鎳:516(mg/Kg),-無資料-,120.5160101825,24.092580018202
(N00371)彰化縣和美鎮大嘉段1102地號,農地,,彰化縣和美鎮大嘉段1102地號,"2,249平方公尺",公告解除控制場址,鉻:536(mg/Kg);鋅:1370(mg/Kg);鎳:553(mg/Kg);銅:332(mg/Kg),-無資料-,120.51519383456,24.092577431771
(N00372)彰化縣和美鎮大嘉段1103地號,農地,,彰化縣和美鎮大嘉段1103地號,"2,245平方公尺",公告解除控制場址,鎳:240(mg/Kg),-無資料-,120.51517317825,24.092839214575
(N00373)彰化縣和美鎮大嘉段1104地號,農地,,彰化縣和美鎮大嘉段1104地號,"2,245平方公尺",公告解除控制場址,鉻:746(mg/Kg);銅:538(mg/Kg);鋅:1760(mg/Kg);鎳:671(mg/Kg),-無資料-,120.51514289016,24.093046791312
(N00374)彰化縣和美鎮大嘉段1115地號,農地,,彰化縣和美鎮大嘉段1115地號,"2,670平方公尺",公告解除控制場址,鉻:1010(mg/Kg);銅:642(mg/Kg);鋅:2830(mg/Kg);鎳:1050(mg/Kg),-無資料-,120.51403055334,24.093287049423
(N00375)彰化縣和美鎮大嘉段1167地號,農地,,彰化縣和美鎮大嘉段1167地號,"3,505平方公尺",公告解除控制場址,鉻:1400(mg/Kg);銅:260(mg/Kg);鋅:1940(mg/Kg);鎳:620(mg/Kg),-無資料-,120.51237943605,24.095548133298
(N00376)彰化縣和美鎮大嘉段1223地號,農地,,彰化縣和美鎮大嘉段1223地號,250平方公尺,公告解除控制場址,鉻:298(mg/Kg);鋅:712(mg/Kg);鎳:277(mg/Kg),-無資料-,120.51142365729,24.095996543942
(N00377)彰化縣和美鎮大嘉段1224地號,農地,,彰化縣和美鎮大嘉段1224地號,"1,761平方公尺",公告解除控制場址,鉻:344(mg/Kg);鋅:984(mg/Kg);鎳:355(mg/Kg),-無資料-,120.51168867555,24.096141858619
(N00378)彰化縣和美鎮大嘉段1225地號,農地,,彰化縣和美鎮大嘉段1225地號,"1,130平方公尺",公告解除控制場址,鉻:1070(mg/Kg);銅:427(mg/Kg);鋅:2430(mg/Kg);鎳:848(mg/Kg),-無資料-,120.51157989998,24.096295008282
(N00379)彰化縣和美鎮大嘉段1228地號,農地,,彰化縣和美鎮大嘉段1228地號,421平方公尺,公告解除控制場址,鉻:264(mg/Kg);鋅:672(mg/Kg);鎳:213(mg/Kg),-無資料-,120.51159851039,24.096574974316
(N00380)彰化縣和美鎮大嘉段1237地號,農地,,彰化縣和美鎮大嘉段1237地號,"2,858平方公尺",公告解除控制場址,鉻:778(mg/Kg);鋅:1500(mg/Kg);鎳:273(mg/Kg),-無資料-,120.51046023205,24.095867052417
(N00381)彰化縣和美鎮大榮段0135地號,農地,,彰化縣和美鎮大榮段0135地號,"2,277平方公尺",公告解除控制場址,銅:260(mg/Kg);鎳:210(mg/Kg),-無資料-,120.50807491271,24.089457660279
(N00382)彰化縣和美鎮大榮段0136-0000地號,農地,,彰化縣和美鎮大榮段0136地號,"2,445平方公尺",公告解除控制場址,銅:243(mg/Kg);鎳:210(mg/Kg),-無資料-,120.50784852913,24.089502078032
(N00383)彰化縣和美鎮大榮段0137地號,農地,,彰化縣和美鎮大榮段0137地號,"4,268平方公尺",公告解除控制場址,銅:285(mg/Kg);鎳:230(mg/Kg),-無資料-,120.50753352442,24.089573297791
(N00384)彰化縣和美鎮大榮段0209-0000地號,農地,,彰化縣和美鎮大榮段0209地號,"2,790平方公尺",公告解除控制場址,銅:254(mg/Kg);鎳:256(mg/Kg),-無資料-,120.50776352952,24.088580820965
(N00385)彰化縣和美鎮大榮段0210地號,農地,,彰化縣和美鎮大榮段0210地號,"2,547平方公尺",公告解除控制場址,銅:282(mg/Kg);鎳:228(mg/Kg),-無資料-,120.50802928676,24.088527500749
(N00386)彰化縣和美鎮大榮段0211地號,農地,,彰化縣和美鎮大榮段0211地號,"1,766平方公尺",公告解除控制場址,銅:260(mg/Kg);鎳:214(mg/Kg),-無資料-,120.50824579891,24.088492080204
(N00387)彰化縣和美鎮大榮段0224-0000地號,農地,,彰化縣和美鎮大榮段0224地號,"1,680平方公尺",公告解除控制場址,銅:312(mg/Kg);鎳:272(mg/Kg);鋅:725(mg/Kg),-無資料-,120.51148595976,24.087346721699
(N00388)彰化縣和美鎮大榮段0225-0000地號,農地,,彰化縣和美鎮大榮段0225地號,"1,278平方公尺",公告解除控制場址,銅:340(mg/Kg);鎳:326(mg/Kg);鋅:784(mg/Kg),-無資料-,120.51166367603,24.087166704241
(N00389)彰化縣和美鎮大榮段0227地號,農地,,彰化縣和美鎮大榮段0227地號,972平方公尺,公告解除控制場址,銅:340(mg/Kg);鎳:255(mg/Kg);鋅:805(mg/Kg),-無資料-,120.51194022134,24.08686059245
(N00390)彰化縣和美鎮大榮段0263地號,農地,,彰化縣和美鎮大榮段0263地號,"1,173平方公尺",公告解除控制場址,銅:200(mg/Kg),-無資料-,120.5093029091,24.087249439399
(N00391)彰化縣和美鎮大榮段0279地號,農地,,彰化縣和美鎮大榮段0279地號,492平方公尺,公告解除控制場址,銅:254(mg/Kg);鎳:229(mg/Kg);鋅:618(mg/Kg),-無資料-,120.50923664203,24.086572032732
(N00392)彰化縣和美鎮大榮段0521-0000地號,農地,,彰化縣和美鎮大榮段0521地號,"3,322平方公尺",公告解除控制場址,鉻:260(mg/Kg);銅:316(mg/Kg);鎳:427(mg/Kg);鋅:958(mg/Kg),-無資料-,120.50652486552,24.085859024065
(N00393)彰化縣和美鎮大榮段0523地號,農地,,彰化縣和美鎮大榮段0523地號,"1,410平方公尺",公告解除控制場址,銅:212(mg/Kg);鎳:260(mg/Kg);鋅:621(mg/Kg),-無資料-,120.50689890609,24.085778967361
(N00394)彰化縣和美鎮大榮段0524地號,農地,,彰化縣和美鎮大榮段0524地號,"1,589平方公尺",公告解除控制場址,銅:307(mg/Kg);鎳:263(mg/Kg);鋅:602(mg/Kg),-無資料-,120.50708694485,24.085472578983
(N00395)彰化縣和美鎮大榮段0525-0000地號,農地,,彰化縣和美鎮大榮段0525地號,"2,629平方公尺",公告解除控制場址,銅:267(mg/Kg);鎳:274(mg/Kg),-無資料-,120.50718294686,24.086086877588
(N00396)彰化縣和美鎮大榮段0531-0000地號,農地,,彰化縣和美鎮大榮段0531-0000地號,"2,808平方公尺",公告解除控制場址,鎳:302(mg/Kg),-無資料-,120.50764595114,24.08588972545
(N00397)彰化縣和美鎮大榮段0532-0000地號,農地,,彰化縣和美鎮大榮段0532地號,"1,696平方公尺",公告解除控制場址,銅:319(mg/Kg);鎳:369(mg/Kg),-無資料-,120.50755981649,24.085266429615
(N00398)彰化縣和美鎮大榮段0534-0000地號,農地,,彰化縣和美鎮大榮段0534地號,"2,729平方公尺",公告解除控制場址,銅:322(mg/Kg);鎳:297(mg/Kg);鋅:652(mg/Kg),-無資料-,120.50800194109,24.085385232994
(N00399)彰化縣和美鎮大榮段0602-0000地號,農地,,彰化縣和美鎮大榮段0602地號,966平方公尺,公告解除控制場址,鋅:952(mg/Kg);鉻:286(mg/Kg);銅:413(mg/Kg);鎳:439(mg/Kg),-無資料-,120.51210998112,24.086183939941
(N00400)彰化縣和美鎮大榮段0697-0000地號,農地,,彰化縣和美鎮大榮段0697地號,"1,666平方公尺",公告解除控制場址,銅:208(mg/Kg);鎳:240(mg/Kg),-無資料-,120.50836848637,24.084691159217
(N00401)彰化縣和美鎮大榮段0703-0000地號,農地,,彰化縣和美鎮大榮段0703地號,"2,102平方公尺",公告解除控制場址,鉻:295(mg/Kg);銅:332(mg/Kg);鎳:374(mg/Kg),-無資料-,120.50810290949,24.084699334459
(N00402)彰化縣和美鎮大榮段0712地號,農地,,彰化縣和美鎮大榮段0712地號,"1,196平方公尺",公告解除控制場址,銅:307(mg/Kg);鎳:296(mg/Kg),-無資料-,120.5070195851,24.085084103958
(N00403)彰化縣和美鎮大榮段0713-0000地號,農地,,彰化縣和美鎮大榮段0713地號,"1,000平方公尺",公告解除控制場址,銅:210(mg/Kg);鎳:208(mg/Kg),-無資料-,120.50671459852,24.085110208235
(N00404)彰化縣和美鎮大榮段0714地號,農地,,彰化縣和美鎮大榮段0714地號,"1,436平方公尺",公告解除控制場址,鉻:287(mg/Kg);銅:450(mg/Kg);鎳:394(mg/Kg);鋅:1090(mg/Kg),-無資料-,120.50641937762,24.085154401927
(N00405)彰化縣和美鎮大榮段0907-0000地號,農地,,彰化縣和美鎮大榮段0907地號,817平方公尺,公告解除控制場址,鋅:1190(mg/Kg);鉻:329(mg/Kg);銅:1780(mg/Kg),-無資料-,120.51177307442,24.084250603529
(N00406)彰化縣和美鎮大榮段1065地號,農地,,彰化縣和美鎮大榮段1065地號,"1,901平方公尺",公告解除控制場址,鉻:571(mg/Kg);鋅:1530(mg/Kg),-無資料-,120.50555660597,24.081883024848
(N00407)彰化縣和美鎮大榮段1070-0000地號,農地,,彰化縣和美鎮大榮段1070地號,"6,623平方公尺",公告解除控制場址,鉻:723(mg/Kg);鋅:1640(mg/Kg),-無資料-,120.50616722126,24.081659266287
(N00408)彰化縣和美鎮大榮段1071地號,農地,,彰化縣和美鎮大榮段1071地號,"1,979平方公尺",公告解除控制場址,鉻:297(mg/Kg);鋅:931(mg/Kg),-無資料-,120.50543827797,24.081963905558
(N00409)彰化縣和美鎮大榮段1179地號,農地,,彰化縣和美鎮大榮段1179地號,"1,940平方公尺",公告解除控制場址,鉻:2200(mg/Kg);銅:627(mg/Kg);鎳:239(mg/Kg);鎘:5.29(mg/Kg);鋅:7850(mg/Kg),-無資料-,120.50253847304,24.081584301564
(N00410)彰化縣和美鎮大榮段1181-0000地號,農地,,彰化縣和美鎮大榮段1181地號,"8,334平方公尺",公告解除控制場址,鉻:556(mg/Kg);鋅:1580(mg/Kg),-無資料-,120.50233923532,24.082242788853
(N00411)彰化縣和美鎮大榮段1396地號,農地,,彰化縣和美鎮大榮段1396地號,333平方公尺,公告解除控制場址,銅:372(mg/Kg),-無資料-,120.49943249222,24.083650894792
