場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(V00028)綠島火力發電廠,工廠,台東縣綠島鄉南寮村漁港12號,臺東縣綠島鄉下南寮段349地號;臺東縣綠島鄉下南寮段350地號;臺東縣綠島鄉下南寮段351地號;臺東縣綠島鄉下南寮段352地號;臺東縣綠島鄉下南寮段352-1地號;臺東縣綠島鄉下南寮段375地號;臺東縣綠島鄉下南寮段376地號;臺東縣綠島鄉下南寮段377地號;臺東縣綠島鄉下南寮段378地號;臺東縣綠島鄉下南寮段379地號;臺東縣綠島鄉下南寮段379-1地號;臺東縣綠島鄉下南寮段383地號;臺東縣綠島鄉下南寮段383-1地號;臺東縣綠島鄉下南寮段384地號;臺東縣綠島鄉下南寮段384-1地號;,"6,759平方公尺",公告解除整治場址,-無資料-,柴油總碳氫化合物(TPHd),121.47422009879,22.661928703317
(V00164)綠島漁港加油站,加油站,臺東縣綠島鄉南寮村漁港七號,臺東縣綠島鄉下南寮段四六九地號,"1,933平方公尺",公告為整治場址,-無資料-,甲苯:27.5(mg/L);萘:0.764(mg/L);苯:14.7(mg/L);甲基第三丁基醚:46.5(mg/L);總石油碳氫化合物:124(mg/L),121.47522775139,22.660670422585
